,_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
23,snscrape.modules.twitter.Tweet,https://twitter.com/Rayad616/status/1458216857639350272,2021-11-09 23:36:05+00:00,Indihome koneksinya lancar terus keren deh,Indihome koneksinya lancar terus keren deh @IndiHomeCare,1458216857639350272,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Rayad616', 'id': 1454839810397327366, 'displayname': 'Rayad', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2021-10-31T15:57:15+00:00', 'followersCount': 0, 'friendsCount': 1, 'statusesCount': 99, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Rayad616'}",1,0,0,0,1458216857639350272,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}]",,,,
24,snscrape.modules.twitter.Tweet,https://twitter.com/ninakusumaputri/status/1458216081718267905,2021-11-09 23:33:00+00:00,Pagi IndiHome ada CCTV ga,@IndiHomeCare Pagi .. IndiHome ada CCTV ga?,1458216081718267905,"{'_type': 'snscrape.modules.twitter.User', 'username': 'ninakusumaputri', 'id': 492741369, 'displayname': 'Nina Kusuma Putri', 'description': 'Telkom Indonesia - The 🌏 In Your ✋', 'rawDescription': 'Telkom Indonesia - The 🌏 In Your ✋', 'descriptionUrls': None, 'verified': False, 'created': '2012-02-15T02:22:50+00:00', 'followersCount': 14, 'friendsCount': 6, 'statusesCount': 879, 'favouritesCount': 165, 'listedCount': 0, 'mediaCount': 15, 'location': 'Indonesia', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1317874148769550341/uc9ZC9ph_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/492741369/1466750025', 'label': None, 'url': 'https://twitter.com/ninakusumaputri'}",1,0,0,0,1458003193078579205,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.4580031930785792e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}]",,,,
25,snscrape.modules.twitter.Tweet,https://twitter.com/Nigellasativa5/status/1458214597073129473,2021-11-09 23:27:06+00:00,Indihome mati kok gak viral yah kayak yg di Jakarta,@bloomiixng @bertanyarl Indihome mati kok gak viral yah kayak yg di Jakarta 😭,1458214597073129473,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Nigellasativa5', 'id': 1156462966344019969, 'displayname': 'Kang Seblak', 'description': 'Why don’t you recognize I’m so rare?', 'rawDescription': 'Why don’t you recognize I’m so rare?', 'descriptionUrls': None, 'verified': False, 'created': '2019-07-31T07:13:52+00:00', 'followersCount': 3668, 'friendsCount': 4593, 'statusesCount': 65429, 'favouritesCount': 63509, 'listedCount': 0, 'mediaCount': 1459, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1329506151080181760/6kN4tVyS_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1156462966344019969/1609945555', 'label': None, 'url': 'https://twitter.com/Nigellasativa5'}",2,0,0,0,1457412543903797248,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.4581169770256384e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'bloomiixng', 'id': 155131896, 'displayname': 'Ra🌹🔥 Cek📌', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/bloomiixng'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'bloomiixng', 'id': 155131896, 'displayname': 'Ra🌹🔥 Cek📌', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/bloomiixng'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'bertanyarl', 'id': 740913957293068289, 'displayname': 'ON┆Follow @tanyakanrl ✨', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/bertanyarl'}]",,,,
26,snscrape.modules.twitter.Tweet,https://twitter.com/sigit5581/status/1458213897106649092,2021-11-09 23:24:20+00:00,agnesia2 Oh kowe seneng di tarot aku ono kenalan pinter tarot aku pernh di tarot jg bnr kbh Ketoke wong indihome IG ne edy dixie klo pingin ngechek,"@romuli_agnesia2 @ceritatehfidy Oh kowe seneng di tarot, aku ono kenalan pinter tarot,aku pernh di tarot jg, bnr kbh
Ketoke wong indihome. IG ne edy_dixie klo pingin ngechek",1458213897106649092,"{'_type': 'snscrape.modules.twitter.User', 'username': 'sigit5581', 'id': 502345298, 'displayname': 'Sigit', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2012-02-25T01:49:07+00:00', 'followersCount': 64, 'friendsCount': 83, 'statusesCount': 2606, 'favouritesCount': 976, 'listedCount': 0, 'mediaCount': 35, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1457943497672065025/FG_vOqmu_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/sigit5581'}",1,0,0,0,1458052456516972548,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.4580600349406208e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'romuli_agnesia2', 'id': 1631919600, 'displayname': 'romuli agnesia', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/romuli_agnesia2'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'romuli_agnesia2', 'id': 1631919600, 'displayname': 'romuli agnesia', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/romuli_agnesia2'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'ceritatehfidy', 'id': 1282344685399240706, 'displayname': '𝐅𝐢𝐝𝐲.', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ceritatehfidy'}]",,,,
27,snscrape.modules.twitter.Tweet,https://twitter.com/maspradipa/status/1458213784074350594,2021-11-09 23:23:53+00:00,Indihome ajg,Indihome ajg,1458213784074350594,"{'_type': 'snscrape.modules.twitter.User', 'username': 'maspradipa', 'id': 1303685826409164801, 'displayname': 'Atha Juga', 'description': 'Atha’s', 'rawDescription': 'Atha’s', 'descriptionUrls': None, 'verified': False, 'created': '2020-09-09T13:25:06+00:00', 'followersCount': 57, 'friendsCount': 69, 'statusesCount': 6864, 'favouritesCount': 2798, 'listedCount': 0, 'mediaCount': 603, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1463809244642168834/SZsBkM1p_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1303685826409164801/1632828897', 'label': None, 'url': 'https://twitter.com/maspradipa'}",0,0,0,0,1458213784074350594,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,,,,,,,
28,snscrape.modules.twitter.Tweet,https://twitter.com/Bangkit_AB/status/1458213142819786756,2021-11-09 23:21:20+00:00,ini kenapa sih 2 hari kyk gini saya bayar selalu tepat waktu IndiHome ga bisa di pakek sama sekali karna los,"@IndiHomeCare ini kenapa sih 2 hari kyk gini, saya bayar selalu tepat waktu, #IndiHome ga bisa di pakek sama sekali karna los https://t.co/1OIorRFMTj",1458213142819786756,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Bangkit_AB', 'id': 268665175, 'displayname': 'Bangkit Nur Ismail', 'description': 'ig : bangkitnurismail || NFT opensea.io/accounts/0x191…', 'rawDescription': 'ig : bangkitnurismail || NFT https://t.co/Y80VdKvfA1', 'descriptionUrls': [{'text': 'opensea.io/accounts/0x191…', 'url': 'https://opensea.io/accounts/0x19195f1f1880fdeb1d5cefb1badaa224f736b740', 'tcourl': 'https://t.co/Y80VdKvfA1', 'indices': [29, 52]}], 'verified': False, 'created': '2011-03-19T06:40:08+00:00', 'followersCount': 213, 'friendsCount': 391, 'statusesCount': 1825, 'favouritesCount': 182, 'listedCount': 1, 'mediaCount': 95, 'location': 'jogja', 'protected': False, 'linkUrl': 'https://opensea.io/Bettasmartchain', 'linkTcourl': 'https://t.co/LPdG9SBBCf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1447788757956972544/I2cNSvqF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/268665175/1500432151', 'label': None, 'url': 'https://twitter.com/Bangkit_AB'}",1,0,0,0,1458213142819786756,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/FDydHjjVIAAfDHr?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/FDydHjjVIAAfDHr?format=jpg&name=large'}]",,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}]",,,['IndiHome'],
29,snscrape.modules.twitter.Tweet,https://twitter.com/IndiHomeCare/status/1458212551628521475,2021-11-09 23:18:59+00:00,Halo Sobat Terima kasih atas apresiasinya ya Apabila ada pertanyaan lain seputar layanan IndiHome silakan hubungi kami kembali Stay safe Stay healthy dan bersama IndiHome PastiBeres Syifa,"@peonyperfect1 Halo, Sobat. Terima kasih atas apresiasinya ya. Apabila ada pertanyaan lain seputar layanan IndiHome, silakan hubungi kami kembali. Stay safe, Stay healthy dan bersama IndiHome #PastiBeres -Syifa",1458212551628521475,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'rawDescription': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'descriptionUrls': None, 'verified': True, 'created': '2016-08-15T03:59:40+00:00', 'followersCount': 81845, 'friendsCount': 5, 'statusesCount': 248120, 'favouritesCount': 627, 'listedCount': 18, 'mediaCount': 355, 'location': 'Indonesia', 'protected': False, 'linkUrl': 'http://indihome.co.id', 'linkTcourl': 'https://t.co/lKbSEbhZav', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349175547440467971/9GSeMk4C_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/765035200896118789/1636201410', 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}",0,0,0,0,1458003193078579205,in,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>",https://www.infomedia.co.id,Socio Enterprise,,,,,,1.4582120890974372e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'peonyperfect1', 'id': 1454120651682304009, 'displayname': 'Perfect peony', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/peonyperfect1'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'peonyperfect1', 'id': 1454120651682304009, 'displayname': 'Perfect peony', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/peonyperfect1'}]",,,['PastiBeres'],
30,snscrape.modules.twitter.Tweet,https://twitter.com/urdaydrm/status/1458212390021976067,2021-11-09 23:18:20+00:00,indihome taiiii,indihome taiiii,1458212390021976067,"{'_type': 'snscrape.modules.twitter.User', 'username': 'urdaydrm', 'id': 1263720023568220160, 'displayname': '𝓔', 'description': 'casually overshare about perhelatan dunia kipop and little bit tmi about my life ♡', 'rawDescription': 'casually overshare about perhelatan dunia kipop and little bit tmi about my life ♡', 'descriptionUrls': None, 'verified': False, 'created': '2020-05-22T06:35:23+00:00', 'followersCount': 228, 'friendsCount': 424, 'statusesCount': 16260, 'favouritesCount': 37943, 'listedCount': 3, 'mediaCount': 1187, 'location': 'fan acc', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1463749113321705473/Jxd9CIVj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1263720023568220160/1618813914', 'label': None, 'url': 'https://twitter.com/urdaydrm'}",0,0,0,0,1458212390021976067,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,
31,snscrape.modules.twitter.Tweet,https://twitter.com/peonyperfect1/status/1458212089097437187,2021-11-09 23:17:08+00:00,Terimakasih ya IndiHome selalu tersolusikan,@IndiHomeCare Terimakasih ya IndiHome selalu tersolusikan!! ✨✨,1458212089097437187,"{'_type': 'snscrape.modules.twitter.User', 'username': 'peonyperfect1', 'id': 1454120651682304009, 'displayname': 'Perfect peony', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2021-10-29T16:19:23+00:00', 'followersCount': 0, 'friendsCount': 0, 'statusesCount': 3, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/peonyperfect1'}",1,0,0,0,1458003193078579205,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,1.4580031930785792e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}]",,,,
32,snscrape.modules.twitter.Tweet,https://twitter.com/IndiHomeCare/status/1458211120527732741,2021-11-09 23:13:18+00:00,Halo Kak Cooky Terima kasih atas apresiasinya ya Apabila ada pertanyaan lain seputar layanan IndiHome silakan hubungi kami Kak Semoga Kakak sehat selalu Syifa,"@cokyfv Halo, Kak Cooky. Terima kasih atas apresiasinya ya. Apabila ada pertanyaan lain seputar layanan IndiHome, silakan hubungi kami Kak. Semoga Kakak sehat selalu :) -Syifa",1458211120527732741,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'rawDescription': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'descriptionUrls': None, 'verified': True, 'created': '2016-08-15T03:59:40+00:00', 'followersCount': 81845, 'friendsCount': 5, 'statusesCount': 248120, 'favouritesCount': 627, 'listedCount': 18, 'mediaCount': 355, 'location': 'Indonesia', 'protected': False, 'linkUrl': 'http://indihome.co.id', 'linkTcourl': 'https://t.co/lKbSEbhZav', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349175547440467971/9GSeMk4C_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/765035200896118789/1636201410', 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}",0,0,0,0,1458003193078579205,in,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>",https://www.infomedia.co.id,Socio Enterprise,,,,,,1.4582109762479268e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'cokyfv', 'id': 1454629226737377281, 'displayname': 'Cookyfv', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/cokyfv'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'cokyfv', 'id': 1454629226737377281, 'displayname': 'Cookyfv', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/cokyfv'}]",,,,
33,snscrape.modules.twitter.Tweet,https://twitter.com/IndiHomeCare/status/1458210390093942784,2021-11-09 23:10:23+00:00,Siap Kak Sasha Jika ada yang ingin ditanyakan mengenai layanan IndiHome jangan ragu hubungi kembali ya Terima kasih Eshal,"@SQireii Siap, Kak Sasha. Jika ada yang ingin ditanyakan mengenai layanan IndiHome, jangan ragu hubungi kembali ya. Terima kasih -Eshal",1458210390093942784,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'rawDescription': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'descriptionUrls': None, 'verified': True, 'created': '2016-08-15T03:59:40+00:00', 'followersCount': 81845, 'friendsCount': 5, 'statusesCount': 248120, 'favouritesCount': 627, 'listedCount': 18, 'mediaCount': 355, 'location': 'Indonesia', 'protected': False, 'linkUrl': 'http://indihome.co.id', 'linkTcourl': 'https://t.co/lKbSEbhZav', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349175547440467971/9GSeMk4C_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/765035200896118789/1636201410', 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}",1,0,0,0,1458000718359515140,in,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>",https://www.infomedia.co.id,Socio Enterprise,,,,,,1.4582094620286976e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'SQireii', 'id': 1454758920396816390, 'displayname': 'Shasa qireii', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/SQireii'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'SQireii', 'id': 1454758920396816390, 'displayname': 'Shasa qireii', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/SQireii'}]",,,,
34,snscrape.modules.twitter.Tweet,https://twitter.com/IndiHomeCare/status/1458209241651572736,2021-11-09 23:05:50+00:00,Sama sama Sobat Apabila ada pertanyaan lain seputar layanan IndiHome silakan hubungi kami Kak Semoga Kakak sehat selalu Syifa,"@Honeybear011 Sama-sama, Sobat. Apabila ada pertanyaan lain seputar layanan IndiHome, silakan hubungi kami Kak. Semoga Kakak sehat selalu :) -Syifa",1458209241651572736,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'rawDescription': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'descriptionUrls': None, 'verified': True, 'created': '2016-08-15T03:59:40+00:00', 'followersCount': 81845, 'friendsCount': 5, 'statusesCount': 248120, 'favouritesCount': 627, 'listedCount': 18, 'mediaCount': 355, 'location': 'Indonesia', 'protected': False, 'linkUrl': 'http://indihome.co.id', 'linkTcourl': 'https://t.co/lKbSEbhZav', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349175547440467971/9GSeMk4C_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/765035200896118789/1636201410', 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}",0,0,0,0,1458065634256830468,in,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>",https://www.infomedia.co.id,Socio Enterprise,,,,,,1.4582087698216632e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Honeybear011', 'id': 1299571000044994561, 'displayname': 'HoneySunkiss🌞21', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Honeybear011'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'Honeybear011', 'id': 1299571000044994561, 'displayname': 'HoneySunkiss🌞21', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Honeybear011'}]",,,,
